PARROQUIA,CANTON,PROVINCIA,PRECIPITACION_ANUAL_MM,ALTITUD_MEDIA_M,PENDIENTE_PCT,DISTANCIA_AGUA_KM,DENSIDAD_POBLACIONAL,AREA_URBANIZADA_PCT,RIESGO_INUNDACION,RIESGO_NUM,KEY,POB_TOTAL,POB_HOMBRES,POB_MUJERES,POB_EDAD_MEDIA,POB_MENORES_15,POB_MAYORES_65,POB_PCT_HOMBRES,POB_PCT_MUJERES,POB_PCT_MENORES_15,POB_PCT_MAYORES_65,HOG_TOTAL,HOG_AGUA_PUBLICA,HOG_ALCANTARILLADO,HOG_ELECTRICIDAD,HOG_HACINAMIENTO,HOG_PCT_AGUA,HOG_PCT_ALCANTARILLADO,HOG_PCT_ELECTRICIDAD,VIV_TOTAL,VIV_CASA,VIV_PARED_BUENA,VIV_TECHO_BUENO,VIV_PISO_BUENO,VIV_TOTPER_MEDIA,VIV_TOTDOR_MEDIA,VIV_PCT_CASA,VIV_PCT_PARED_BUENA,VIV_PCT_TECHO_BUENO,VIV_PCT_PISO_BUENO,VIV_PERS_POR_DORM,EMI_TOTAL,MAATE_CONCESIONES,MAATE_CAUDAL_TOTAL,MAATE_CAUDAL_MEDIO
VALDEZ,ELOY ALFARO,ESMERALDAS,2117.5,15.9,2.9,0.82,86.9,4.6,Medio,1,Valdez|Eloy Alfaro,6226.0,3503.0,2723.0,26.750722775457756,2198.0,384.0,56.26405396723418,43.735946032765824,35.30356569225827,6.167683906199807,1394.0,686.0,872.0,130.0,1.2489239598278337,49.21090387374462,62.553802008608315,9.32568149210904,1393.0,56.0,341.0,830.0,400.0,3.8408389882788403,1.8442211055276383,4.0201005025125625,24.47954055994257,59.58363244795406,28.71500358937545,2.082634764761551,61.0,,,
VALDEZ,ELOY ALFARO,ESMERALDAS,2256.9,19.6,2.23,0.81,34.6,5.1,Medio,1,Valdez|Eloy Alfaro,6226.0,3503.0,2723.0,26.750722775457756,2198.0,384.0,56.26405396723418,43.735946032765824,35.30356569225827,6.167683906199807,1394.0,686.0,872.0,130.0,1.2489239598278337,49.21090387374462,62.553802008608315,9.32568149210904,1393.0,56.0,341.0,830.0,400.0,3.8408389882788403,1.8442211055276383,4.0201005025125625,24.47954055994257,59.58363244795406,28.71500358937545,2.082634764761551,61.0,,,
VALDEZ,ELOY ALFARO,ESMERALDAS,2200.6,16.9,2.21,0.88,87.9,10.3,Medio,1,Valdez|Eloy Alfaro,6226.0,3503.0,2723.0,26.750722775457756,2198.0,384.0,56.26405396723418,43.735946032765824,35.30356569225827,6.167683906199807,1394.0,686.0,872.0,130.0,1.2489239598278337,49.21090387374462,62.553802008608315,9.32568149210904,1393.0,56.0,341.0,830.0,400.0,3.8408389882788403,1.8442211055276383,4.0201005025125625,24.47954055994257,59.58363244795406,28.71500358937545,2.082634764761551,61.0,,,
VALDEZ,ELOY ALFARO,ESMERALDAS,2288.0,28.8,3.08,1.03,54.5,1.4,Medio,1,Valdez|Eloy Alfaro,6226.0,3503.0,2723.0,26.750722775457756,2198.0,384.0,56.26405396723418,43.735946032765824,35.30356569225827,6.167683906199807,1394.0,686.0,872.0,130.0,1.2489239598278337,49.21090387374462,62.553802008608315,9.32568149210904,1393.0,56.0,341.0,830.0,400.0,3.8408389882788403,1.8442211055276383,4.0201005025125625,24.47954055994257,59.58363244795406,28.71500358937545,2.082634764761551,61.0,,,
ANCHAYACU,ELOY ALFARO,ESMERALDAS,2126.5,17.5,3.6,1.73,49.8,0.7,Bajo,0,Anchayacu|Eloy Alfaro,2537.0,1432.0,1105.0,24.61647615293654,1028.0,116.0,56.44461962948364,43.55538037051635,40.52029956641703,4.572329523058731,584.0,310.0,307.0,8.0,1.1558219178082192,53.082191780821915,52.56849315068494,1.36986301369863,584.0,2.0,138.0,50.0,128.0,3.2905317769130997,1.9657534246575343,0.3424657534246575,23.63013698630137,8.561643835616438,21.91780821917808,1.6739290572449914,4.0,,,
ANCHAYACU,ELOY ALFARO,ESMERALDAS,2082.1,18.2,4.13,1.4,24.1,0.3,Bajo,0,Anchayacu|Eloy Alfaro,2537.0,1432.0,1105.0,24.61647615293654,1028.0,116.0,56.44461962948364,43.55538037051635,40.52029956641703,4.572329523058731,584.0,310.0,307.0,8.0,1.1558219178082192,53.082191780821915,52.56849315068494,1.36986301369863,584.0,2.0,138.0,50.0,128.0,3.2905317769130997,1.9657534246575343,0.3424657534246575,23.63013698630137,8.561643835616438,21.91780821917808,1.6739290572449914,4.0,,,
ANCHAYACU,ELOY ALFARO,ESMERALDAS,2134.6,26.1,3.45,1.86,5.0,0.0,Bajo,0,Anchayacu|Eloy Alfaro,2537.0,1432.0,1105.0,24.61647615293654,1028.0,116.0,56.44461962948364,43.55538037051635,40.52029956641703,4.572329523058731,584.0,310.0,307.0,8.0,1.1558219178082192,53.082191780821915,52.56849315068494,1.36986301369863,584.0,2.0,138.0,50.0,128.0,3.2905317769130997,1.9657534246575343,0.3424657534246575,23.63013698630137,8.561643835616438,21.91780821917808,1.6739290572449914,4.0,,,
ANCHAYACU,ELOY ALFARO,ESMERALDAS,2064.9,17.8,3.5,1.74,46.2,0.6,Bajo,0,Anchayacu|Eloy Alfaro,2537.0,1432.0,1105.0,24.61647615293654,1028.0,116.0,56.44461962948364,43.55538037051635,40.52029956641703,4.572329523058731,584.0,310.0,307.0,8.0,1.1558219178082192,53.082191780821915,52.56849315068494,1.36986301369863,584.0,2.0,138.0,50.0,128.0,3.2905317769130997,1.9657534246575343,0.3424657534246575,23.63013698630137,8.561643835616438,21.91780821917808,1.6739290572449914,4.0,,,
ANCHAYACU,ELOY ALFARO,ESMERALDAS,2088.7,23.2,3.47,1.79,36.3,0.0,Bajo,0,Anchayacu|Eloy Alfaro,2537.0,1432.0,1105.0,24.61647615293654,1028.0,116.0,56.44461962948364,43.55538037051635,40.52029956641703,4.572329523058731,584.0,310.0,307.0,8.0,1.1558219178082192,53.082191780821915,52.56849315068494,1.36986301369863,584.0,2.0,138.0,50.0,128.0,3.2905317769130997,1.9657534246575343,0.3424657534246575,23.63013698630137,8.561643835616438,21.91780821917808,1.6739290572449914,4.0,,,
ATAHUALPA,ELOY ALFARO,ESMERALDAS,2269.4,15.2,2.96,0.94,28.0,1.5,Medio,1,Atahualpa|Eloy Alfaro,1454.0,733.0,721.0,23.79711141678129,612.0,46.0,50.41265474552957,49.58734525447043,42.0907840440165,3.1636863823933976,268.0,190.0,77.0,11.0,1.2164179104477613,70.8955223880597,28.73134328358209,4.104477611940299,268.0,7.0,74.0,52.0,67.0,3.9297297297297296,1.835820895522388,2.6119402985074625,27.611940298507463,19.402985074626866,25.0,2.1405844869259503,9.0,,,
ATAHUALPA,ELOY ALFARO,ESMERALDAS,2215.8,18.6,2.44,1.06,74.5,6.8,Medio,1,Atahualpa|Eloy Alfaro,1454.0,733.0,721.0,23.79711141678129,612.0,46.0,50.41265474552957,49.58734525447043,42.0907840440165,3.1636863823933976,268.0,190.0,77.0,11.0,1.2164179104477613,70.8955223880597,28.73134328358209,4.104477611940299,268.0,7.0,74.0,52.0,67.0,3.9297297297297296,1.835820895522388,2.6119402985074625,27.611940298507463,19.402985074626866,25.0,2.1405844869259503,9.0,,,
ATAHUALPA,ELOY ALFARO,ESMERALDAS,2159.1,25.2,2.86,0.88,48.3,3.0,Alto,2,Atahualpa|Eloy Alfaro,1454.0,733.0,721.0,23.79711141678129,612.0,46.0,50.41265474552957,49.58734525447043,42.0907840440165,3.1636863823933976,268.0,190.0,77.0,11.0,1.2164179104477613,70.8955223880597,28.73134328358209,4.104477611940299,268.0,7.0,74.0,52.0,67.0,3.9297297297297296,1.835820895522388,2.6119402985074625,27.611940298507463,19.402985074626866,25.0,2.1405844869259503,9.0,,,
ATAHUALPA,ELOY ALFARO,ESMERALDAS,2155.8,16.6,2.04,0.94,38.3,7.0,Medio,1,Atahualpa|Eloy Alfaro,1454.0,733.0,721.0,23.79711141678129,612.0,46.0,50.41265474552957,49.58734525447043,42.0907840440165,3.1636863823933976,268.0,190.0,77.0,11.0,1.2164179104477613,70.8955223880597,28.73134328358209,4.104477611940299,268.0,7.0,74.0,52.0,67.0,3.9297297297297296,1.835820895522388,2.6119402985074625,27.611940298507463,19.402985074626866,25.0,2.1405844869259503,9.0,,,
ATAHUALPA,ELOY ALFARO,ESMERALDAS,2213.8,19.4,1.93,0.74,42.7,2.1,Medio,1,Atahualpa|Eloy Alfaro,1454.0,733.0,721.0,23.79711141678129,612.0,46.0,50.41265474552957,49.58734525447043,42.0907840440165,3.1636863823933976,268.0,190.0,77.0,11.0,1.2164179104477613,70.8955223880597,28.73134328358209,4.104477611940299,268.0,7.0,74.0,52.0,67.0,3.9297297297297296,1.835820895522388,2.6119402985074625,27.611940298507463,19.402985074626866,25.0,2.1405844869259503,9.0,,,
BORBÓN,ELOY ALFARO,ESMERALDAS,2218.2,23.3,2.98,0.89,50.2,8.7,Alto,2,Borbón|Eloy Alfaro,7696.0,3931.0,3765.0,24.48258835758836,3098.0,364.0,51.07848232848233,48.92151767151767,40.25467775467775,4.72972972972973,1797.0,857.0,1262.0,173.0,1.2392877017250974,47.690595436839175,70.22815804117974,9.627156371730662,1783.0,73.0,507.0,867.0,524.0,3.2693288020390825,1.907459338194055,4.094223219293326,28.43522153673584,48.62591138530566,29.38867077958497,1.713970377546511,43.0,,,
BORBÓN,ELOY ALFARO,ESMERALDAS,2170.9,12.4,2.24,0.85,56.6,7.8,Medio,1,Borbón|Eloy Alfaro,7696.0,3931.0,3765.0,24.48258835758836,3098.0,364.0,51.07848232848233,48.92151767151767,40.25467775467775,4.72972972972973,1797.0,857.0,1262.0,173.0,1.2392877017250974,47.690595436839175,70.22815804117974,9.627156371730662,1783.0,73.0,507.0,867.0,524.0,3.2693288020390825,1.907459338194055,4.094223219293326,28.43522153673584,48.62591138530566,29.38867077958497,1.713970377546511,43.0,,,
BORBÓN,ELOY ALFARO,ESMERALDAS,2228.5,16.6,2.12,0.82,70.3,0.6,Medio,1,Borbón|Eloy Alfaro,7696.0,3931.0,3765.0,24.48258835758836,3098.0,364.0,51.07848232848233,48.92151767151767,40.25467775467775,4.72972972972973,1797.0,857.0,1262.0,173.0,1.2392877017250974,47.690595436839175,70.22815804117974,9.627156371730662,1783.0,73.0,507.0,867.0,524.0,3.2693288020390825,1.907459338194055,4.094223219293326,28.43522153673584,48.62591138530566,29.38867077958497,1.713970377546511,43.0,,,
BORBÓN,ELOY ALFARO,ESMERALDAS,2180.8,24.4,3.26,1.11,43.9,4.0,Medio,1,Borbón|Eloy Alfaro,7696.0,3931.0,3765.0,24.48258835758836,3098.0,364.0,51.07848232848233,48.92151767151767,40.25467775467775,4.72972972972973,1797.0,857.0,1262.0,173.0,1.2392877017250974,47.690595436839175,70.22815804117974,9.627156371730662,1783.0,73.0,507.0,867.0,524.0,3.2693288020390825,1.907459338194055,4.094223219293326,28.43522153673584,48.62591138530566,29.38867077958497,1.713970377546511,43.0,,,
BORBÓN,ELOY ALFARO,ESMERALDAS,2235.4,25.0,2.8,1.01,74.4,2.6,Medio,1,Borbón|Eloy Alfaro,7696.0,3931.0,3765.0,24.48258835758836,3098.0,364.0,51.07848232848233,48.92151767151767,40.25467775467775,4.72972972972973,1797.0,857.0,1262.0,173.0,1.2392877017250974,47.690595436839175,70.22815804117974,9.627156371730662,1783.0,73.0,507.0,867.0,524.0,3.2693288020390825,1.907459338194055,4.094223219293326,28.43522153673584,48.62591138530566,29.38867077958497,1.713970377546511,43.0,,,
LA TOLA,ELOY ALFARO,ESMERALDAS,2303.0,21.3,2.26,0.88,60.5,3.9,Alto,2,La Tola|Eloy Alfaro,4366.0,2268.0,2098.0,24.715758131012368,1745.0,213.0,51.94686211635364,48.05313788364636,39.96793403573064,4.878607420980302,1066.0,350.0,640.0,35.0,1.24953095684803,32.833020637898684,60.0375234521576,3.283302063789869,1062.0,28.0,198.0,441.0,207.0,3.13424264178033,1.7674199623352165,2.6365348399246704,18.64406779661017,41.52542372881356,19.491525423728813,1.773343465940709,24.0,,,
LA TOLA,ELOY ALFARO,ESMERALDAS,2212.7,17.5,2.03,1.17,53.2,4.7,Medio,1,La Tola|Eloy Alfaro,4366.0,2268.0,2098.0,24.715758131012368,1745.0,213.0,51.94686211635364,48.05313788364636,39.96793403573064,4.878607420980302,1066.0,350.0,640.0,35.0,1.24953095684803,32.833020637898684,60.0375234521576,3.283302063789869,1062.0,28.0,198.0,441.0,207.0,3.13424264178033,1.7674199623352165,2.6365348399246704,18.64406779661017,41.52542372881356,19.491525423728813,1.773343465940709,24.0,,,
LA TOLA,ELOY ALFARO,ESMERALDAS,2102.3,18.2,2.78,1.05,32.6,8.2,Medio,1,La Tola|Eloy Alfaro,4366.0,2268.0,2098.0,24.715758131012368,1745.0,213.0,51.94686211635364,48.05313788364636,39.96793403573064,4.878607420980302,1066.0,350.0,640.0,35.0,1.24953095684803,32.833020637898684,60.0375234521576,3.283302063789869,1062.0,28.0,198.0,441.0,207.0,3.13424264178033,1.7674199623352165,2.6365348399246704,18.64406779661017,41.52542372881356,19.491525423728813,1.773343465940709,24.0,,,
LA TOLA,ELOY ALFARO,ESMERALDAS,2218.9,17.6,3.28,0.96,79.7,4.1,Medio,1,La Tola|Eloy Alfaro,4366.0,2268.0,2098.0,24.715758131012368,1745.0,213.0,51.94686211635364,48.05313788364636,39.96793403573064,4.878607420980302,1066.0,350.0,640.0,35.0,1.24953095684803,32.833020637898684,60.0375234521576,3.283302063789869,1062.0,28.0,198.0,441.0,207.0,3.13424264178033,1.7674199623352165,2.6365348399246704,18.64406779661017,41.52542372881356,19.491525423728813,1.773343465940709,24.0,,,
LA TOLA,ELOY ALFARO,ESMERALDAS,2243.8,26.8,2.21,0.96,68.7,8.9,Medio,1,La Tola|Eloy Alfaro,4366.0,2268.0,2098.0,24.715758131012368,1745.0,213.0,51.94686211635364,48.05313788364636,39.96793403573064,4.878607420980302,1066.0,350.0,640.0,35.0,1.24953095684803,32.833020637898684,60.0375234521576,3.283302063789869,1062.0,28.0,198.0,441.0,207.0,3.13424264178033,1.7674199623352165,2.6365348399246704,18.64406779661017,41.52542372881356,19.491525423728813,1.773343465940709,24.0,,,
LUIS VARGAS TORRES,ELOY ALFARO,ESMERALDAS,2211.9,18.6,2.85,1.14,48.1,7.0,Medio,1,Luis Vargas Torres|Eloy Alfaro,352.0,199.0,153.0,25.460227272727273,146.0,18.0,56.53409090909091,43.465909090909086,41.47727272727273,5.113636363636364,84.0,45.0,50.0,2.0,1.0952380952380953,53.57142857142857,59.523809523809526,2.380952380952381,83.0,0.0,34.0,16.0,26.0,3.0608695652173914,2.108433734939759,0.0,40.963855421686745,19.27710843373494,31.32530120481928,1.4517267080745342,1.0,,,
LUIS VARGAS TORRES,ELOY ALFARO,ESMERALDAS,2216.3,26.5,2.49,0.88,89.9,0.8,Medio,1,Luis Vargas Torres|Eloy Alfaro,352.0,199.0,153.0,25.460227272727273,146.0,18.0,56.53409090909091,43.465909090909086,41.47727272727273,5.113636363636364,84.0,45.0,50.0,2.0,1.0952380952380953,53.57142857142857,59.523809523809526,2.380952380952381,83.0,0.0,34.0,16.0,26.0,3.0608695652173914,2.108433734939759,0.0,40.963855421686745,19.27710843373494,31.32530120481928,1.4517267080745342,1.0,,,
LUIS VARGAS TORRES,ELOY ALFARO,ESMERALDAS,2273.2,16.1,2.84,0.91,63.3,4.5,Medio,1,Luis Vargas Torres|Eloy Alfaro,352.0,199.0,153.0,25.460227272727273,146.0,18.0,56.53409090909091,43.465909090909086,41.47727272727273,5.113636363636364,84.0,45.0,50.0,2.0,1.0952380952380953,53.57142857142857,59.523809523809526,2.380952380952381,83.0,0.0,34.0,16.0,26.0,3.0608695652173914,2.108433734939759,0.0,40.963855421686745,19.27710843373494,31.32530120481928,1.4517267080745342,1.0,,,
LUIS VARGAS TORRES,ELOY ALFARO,ESMERALDAS,2286.8,22.5,2.53,1.05,56.5,5.9,Medio,1,Luis Vargas Torres|Eloy Alfaro,352.0,199.0,153.0,25.460227272727273,146.0,18.0,56.53409090909091,43.465909090909086,41.47727272727273,5.113636363636364,84.0,45.0,50.0,2.0,1.0952380952380953,53.57142857142857,59.523809523809526,2.380952380952381,83.0,0.0,34.0,16.0,26.0,3.0608695652173914,2.108433734939759,0.0,40.963855421686745,19.27710843373494,31.32530120481928,1.4517267080745342,1.0,,,
LUIS VARGAS TORRES,ELOY ALFARO,ESMERALDAS,2286.9,20.2,1.74,0.89,43.3,6.7,Medio,1,Luis Vargas Torres|Eloy Alfaro,352.0,199.0,153.0,25.460227272727273,146.0,18.0,56.53409090909091,43.465909090909086,41.47727272727273,5.113636363636364,84.0,45.0,50.0,2.0,1.0952380952380953,53.57142857142857,59.523809523809526,2.380952380952381,83.0,0.0,34.0,16.0,26.0,3.0608695652173914,2.108433734939759,0.0,40.963855421686745,19.27710843373494,31.32530120481928,1.4517267080745342,1.0,,,
MALDONADO,ELOY ALFARO,ESMERALDAS,2276.0,20.7,1.89,0.68,70.8,16.1,Alto,2,Maldonado|Eloy Alfaro,1861.0,948.0,913.0,25.28909188608275,730.0,102.0,50.940354648038685,49.059645351961315,39.22622246104245,5.480924234282644,464.0,212.0,287.0,31.0,1.1896551724137931,45.689655172413794,61.853448275862064,6.68103448275862,462.0,31.0,188.0,208.0,188.0,3.1016666666666666,1.9870129870129871,6.70995670995671,40.692640692640694,45.02164502164502,40.692640692640694,1.5609694989106753,29.0,,,
MALDONADO,ELOY ALFARO,ESMERALDAS,2203.1,15.6,1.89,0.14,72.3,6.9,Alto,2,Maldonado|Eloy Alfaro,1861.0,948.0,913.0,25.28909188608275,730.0,102.0,50.940354648038685,49.059645351961315,39.22622246104245,5.480924234282644,464.0,212.0,287.0,31.0,1.1896551724137931,45.689655172413794,61.853448275862064,6.68103448275862,462.0,31.0,188.0,208.0,188.0,3.1016666666666666,1.9870129870129871,6.70995670995671,40.692640692640694,45.02164502164502,40.692640692640694,1.5609694989106753,29.0,,,
MALDONADO,ELOY ALFARO,ESMERALDAS,2334.4,22.6,1.41,0.28,58.6,6.9,Alto,2,Maldonado|Eloy Alfaro,1861.0,948.0,913.0,25.28909188608275,730.0,102.0,50.940354648038685,49.059645351961315,39.22622246104245,5.480924234282644,464.0,212.0,287.0,31.0,1.1896551724137931,45.689655172413794,61.853448275862064,6.68103448275862,462.0,31.0,188.0,208.0,188.0,3.1016666666666666,1.9870129870129871,6.70995670995671,40.692640692640694,45.02164502164502,40.692640692640694,1.5609694989106753,29.0,,,
MALDONADO,ELOY ALFARO,ESMERALDAS,2180.9,20.1,1.69,0.39,88.5,6.2,Alto,2,Maldonado|Eloy Alfaro,1861.0,948.0,913.0,25.28909188608275,730.0,102.0,50.940354648038685,49.059645351961315,39.22622246104245,5.480924234282644,464.0,212.0,287.0,31.0,1.1896551724137931,45.689655172413794,61.853448275862064,6.68103448275862,462.0,31.0,188.0,208.0,188.0,3.1016666666666666,1.9870129870129871,6.70995670995671,40.692640692640694,45.02164502164502,40.692640692640694,1.5609694989106753,29.0,,,
MALDONADO,ELOY ALFARO,ESMERALDAS,2294.0,21.1,0.89,0.43,103.8,10.8,Alto,2,Maldonado|Eloy Alfaro,1861.0,948.0,913.0,25.28909188608275,730.0,102.0,50.940354648038685,49.059645351961315,39.22622246104245,5.480924234282644,464.0,212.0,287.0,31.0,1.1896551724137931,45.689655172413794,61.853448275862064,6.68103448275862,462.0,31.0,188.0,208.0,188.0,3.1016666666666666,1.9870129870129871,6.70995670995671,40.692640692640694,45.02164502164502,40.692640692640694,1.5609694989106753,29.0,,,
PAMPANAL DE BOLÍVAR,ELOY ALFARO,ESMERALDAS,2191.2,17.6,2.48,0.79,24.0,3.9,Medio,1,Pampanal De Bolívar|Eloy Alfaro,1118.0,597.0,521.0,25.992844364937387,453.0,78.0,53.398926654740606,46.601073345259394,40.51878354203936,6.976744186046512,253.0,186.0,88.0,2.0,1.284584980237154,73.51778656126481,34.78260869565217,0.7905138339920948,253.0,0.0,57.0,64.0,47.0,3.49375,1.6877470355731226,0.0,22.529644268774703,25.296442687747035,18.57707509881423,2.070067330210773,12.0,,,
PAMPANAL DE BOLÍVAR,ELOY ALFARO,ESMERALDAS,2098.8,14.1,2.44,1.06,63.2,7.6,Medio,1,Pampanal De Bolívar|Eloy Alfaro,1118.0,597.0,521.0,25.992844364937387,453.0,78.0,53.398926654740606,46.601073345259394,40.51878354203936,6.976744186046512,253.0,186.0,88.0,2.0,1.284584980237154,73.51778656126481,34.78260869565217,0.7905138339920948,253.0,0.0,57.0,64.0,47.0,3.49375,1.6877470355731226,0.0,22.529644268774703,25.296442687747035,18.57707509881423,2.070067330210773,12.0,,,
PAMPANAL DE BOLÍVAR,ELOY ALFARO,ESMERALDAS,2252.3,19.5,3.21,0.91,48.9,1.1,Medio,1,Pampanal De Bolívar|Eloy Alfaro,1118.0,597.0,521.0,25.992844364937387,453.0,78.0,53.398926654740606,46.601073345259394,40.51878354203936,6.976744186046512,253.0,186.0,88.0,2.0,1.284584980237154,73.51778656126481,34.78260869565217,0.7905138339920948,253.0,0.0,57.0,64.0,47.0,3.49375,1.6877470355731226,0.0,22.529644268774703,25.296442687747035,18.57707509881423,2.070067330210773,12.0,,,
PAMPANAL DE BOLÍVAR,ELOY ALFARO,ESMERALDAS,2284.4,20.9,1.65,0.94,54.8,10.6,Medio,1,Pampanal De Bolívar|Eloy Alfaro,1118.0,597.0,521.0,25.992844364937387,453.0,78.0,53.398926654740606,46.601073345259394,40.51878354203936,6.976744186046512,253.0,186.0,88.0,2.0,1.284584980237154,73.51778656126481,34.78260869565217,0.7905138339920948,253.0,0.0,57.0,64.0,47.0,3.49375,1.6877470355731226,0.0,22.529644268774703,25.296442687747035,18.57707509881423,2.070067330210773,12.0,,,
PAMPANAL DE BOLÍVAR,ELOY ALFARO,ESMERALDAS,2325.8,18.6,2.53,1.13,32.8,9.7,Medio,1,Pampanal De Bolívar|Eloy Alfaro,1118.0,597.0,521.0,25.992844364937387,453.0,78.0,53.398926654740606,46.601073345259394,40.51878354203936,6.976744186046512,253.0,186.0,88.0,2.0,1.284584980237154,73.51778656126481,34.78260869565217,0.7905138339920948,253.0,0.0,57.0,64.0,47.0,3.49375,1.6877470355731226,0.0,22.529644268774703,25.296442687747035,18.57707509881423,2.070067330210773,12.0,,,
SAN FRANCISCO DE ONZOLE,ELOY ALFARO,ESMERALDAS,2136.9,16.7,3.43,1.55,51.3,0.0,Bajo,0,San Francisco De Onzole|Eloy Alfaro,1430.0,768.0,662.0,25.943356643356644,582.0,112.0,53.70629370629371,46.29370629370629,40.6993006993007,7.8321678321678325,360.0,226.0,113.0,2.0,1.1527777777777777,62.77777777777778,31.38888888888889,0.5555555555555556,356.0,0.0,62.0,77.0,57.0,3.2279909706546275,2.1713483146067416,0.0,17.415730337078653,21.629213483146067,16.01123595505618,1.4866297355149385,6.0,,,
SAN FRANCISCO DE ONZOLE,ELOY ALFARO,ESMERALDAS,2061.9,25.8,4.19,1.52,56.9,12.2,Bajo,0,San Francisco De Onzole|Eloy Alfaro,1430.0,768.0,662.0,25.943356643356644,582.0,112.0,53.70629370629371,46.29370629370629,40.6993006993007,7.8321678321678325,360.0,226.0,113.0,2.0,1.1527777777777777,62.77777777777778,31.38888888888889,0.5555555555555556,356.0,0.0,62.0,77.0,57.0,3.2279909706546275,2.1713483146067416,0.0,17.415730337078653,21.629213483146067,16.01123595505618,1.4866297355149385,6.0,,,
SAN FRANCISCO DE ONZOLE,ELOY ALFARO,ESMERALDAS,2049.9,18.0,4.11,1.69,62.0,7.4,Bajo,0,San Francisco De Onzole|Eloy Alfaro,1430.0,768.0,662.0,25.943356643356644,582.0,112.0,53.70629370629371,46.29370629370629,40.6993006993007,7.8321678321678325,360.0,226.0,113.0,2.0,1.1527777777777777,62.77777777777778,31.38888888888889,0.5555555555555556,356.0,0.0,62.0,77.0,57.0,3.2279909706546275,2.1713483146067416,0.0,17.415730337078653,21.629213483146067,16.01123595505618,1.4866297355149385,6.0,,,
SAN FRANCISCO DE ONZOLE,ELOY ALFARO,ESMERALDAS,1994.5,12.2,3.91,1.61,54.5,4.9,Bajo,0,San Francisco De Onzole|Eloy Alfaro,1430.0,768.0,662.0,25.943356643356644,582.0,112.0,53.70629370629371,46.29370629370629,40.6993006993007,7.8321678321678325,360.0,226.0,113.0,2.0,1.1527777777777777,62.77777777777778,31.38888888888889,0.5555555555555556,356.0,0.0,62.0,77.0,57.0,3.2279909706546275,2.1713483146067416,0.0,17.415730337078653,21.629213483146067,16.01123595505618,1.4866297355149385,6.0,,,
SAN FRANCISCO DE ONZOLE,ELOY ALFARO,ESMERALDAS,2024.9,25.3,3.47,1.32,36.1,0.0,Bajo,0,San Francisco De Onzole|Eloy Alfaro,1430.0,768.0,662.0,25.943356643356644,582.0,112.0,53.70629370629371,46.29370629370629,40.6993006993007,7.8321678321678325,360.0,226.0,113.0,2.0,1.1527777777777777,62.77777777777778,31.38888888888889,0.5555555555555556,356.0,0.0,62.0,77.0,57.0,3.2279909706546275,2.1713483146067416,0.0,17.415730337078653,21.629213483146067,16.01123595505618,1.4866297355149385,6.0,,,
SANTO DOMINGO DE ONZOLE,ELOY ALFARO,ESMERALDAS,2136.9,16.7,3.43,1.55,51.3,0.0,Bajo,0,Santo Domingo De Onzole|Eloy Alfaro,1934.0,1055.0,879.0,23.45294725956567,880.0,83.0,54.5501551189245,45.44984488107549,45.501551189245085,4.291623578076526,421.0,283.0,45.0,5.0,1.1923990498812351,67.2209026128266,10.688836104513063,1.187648456057007,420.0,1.0,66.0,56.0,53.0,3.8602794411177643,1.9976190476190476,0.2380952380952381,15.714285714285714,13.333333333333334,12.619047619047619,1.9324402446596676,11.0,,,
SANTO DOMINGO DE ONZOLE,ELOY ALFARO,ESMERALDAS,2061.9,25.8,4.19,1.52,56.9,12.2,Bajo,0,Santo Domingo De Onzole|Eloy Alfaro,1934.0,1055.0,879.0,23.45294725956567,880.0,83.0,54.5501551189245,45.44984488107549,45.501551189245085,4.291623578076526,421.0,283.0,45.0,5.0,1.1923990498812351,67.2209026128266,10.688836104513063,1.187648456057007,420.0,1.0,66.0,56.0,53.0,3.8602794411177643,1.9976190476190476,0.2380952380952381,15.714285714285714,13.333333333333334,12.619047619047619,1.9324402446596676,11.0,,,
SANTO DOMINGO DE ONZOLE,ELOY ALFARO,ESMERALDAS,2049.9,18.0,4.11,1.69,62.0,7.4,Bajo,0,Santo Domingo De Onzole|Eloy Alfaro,1934.0,1055.0,879.0,23.45294725956567,880.0,83.0,54.5501551189245,45.44984488107549,45.501551189245085,4.291623578076526,421.0,283.0,45.0,5.0,1.1923990498812351,67.2209026128266,10.688836104513063,1.187648456057007,420.0,1.0,66.0,56.0,53.0,3.8602794411177643,1.9976190476190476,0.2380952380952381,15.714285714285714,13.333333333333334,12.619047619047619,1.9324402446596676,11.0,,,
SANTO DOMINGO DE ONZOLE,ELOY ALFARO,ESMERALDAS,1994.5,12.2,3.91,1.61,54.5,4.9,Bajo,0,Santo Domingo De Onzole|Eloy Alfaro,1934.0,1055.0,879.0,23.45294725956567,880.0,83.0,54.5501551189245,45.44984488107549,45.501551189245085,4.291623578076526,421.0,283.0,45.0,5.0,1.1923990498812351,67.2209026128266,10.688836104513063,1.187648456057007,420.0,1.0,66.0,56.0,53.0,3.8602794411177643,1.9976190476190476,0.2380952380952381,15.714285714285714,13.333333333333334,12.619047619047619,1.9324402446596676,11.0,,,
